order_id,customer_id,restaurant_name,order_date,order_value,delivery_time_mins,rating,cuisine_type,order_status
3698,250,Brahmin Coffee Bar,2023-01-29,218.43,28,4.6,South Indian,Delivered
3699,251,Punjab Grill,2023-04-16,263.1,62,,North Indian,Delayed
3700,252,Vidyarthi Bhavan,2023-03-31,745.76,73,3.8,South Indian,Delivered
3701,252,Truffles,2023-07-23,299.19,69,3.7,Burgers,Delivered
3702,252,Hole in the Wall Cafe,2024-04-06,450.09,44,3.9,Cafe,Delivered
3703,252,CTR,2023-05-10,580.27,60,3.7,South Indian,Delivered
3704,252,Chianti,2023-06-06,598.99,38,3.7,Italian,Delivered
3705,252,Truffles,2023-05-04,794.06,65,3.2,Burgers,Delivered
3706,252,Karavalli,2023-06-06,613.32,62,3.6,Coastal,Delivered
3707,252,Nagarjuna,2024-01-25,267.05,72,3.3,Andhra,Delivered
3708,252,Truffles,2024-03-09,404.3,20,3.9,Burgers,Delivered
3709,252,Punjab Grill,2023-07-29,643.35,57,3.1,North Indian,Delivered
3710,252,The Black Rabbit,2024-05-06,504.68,44,,Continental,Delayed
3711,252,Meghana Foods,2023-06-08,843.29,43,4.0,Biryani,Delivered
3712,252,Punjab Grill,2023-12-22,791.91,42,4.3,North Indian,Delivered
3713,253,Punjab Grill,2023-05-03,468.98,60,3.3,North Indian,Delivered
3714,253,Fatty Bao,2023-06-22,417.95,43,3.6,Asian,Delivered
3715,253,Truffles,2023-03-29,607.74,38,4.5,Burgers,Delivered
3716,253,Fatty Bao,2023-04-02,822.71,52,,Asian,Cancelled
3717,253,Byg Brewski,2023-04-26,221.83,48,4.0,Continental,Delivered
3718,253,Sanchez,2023-11-06,340.36,58,,Mexican,Delayed
3719,253,Vidyarthi Bhavan,2023-08-18,480.2,54,3.9,South Indian,Delivered
3720,253,Empire Restaurant,2023-08-12,611.72,42,4.3,North Indian,Delivered
3721,253,Vidyarthi Bhavan,2023-09-14,258.52,31,4.3,South Indian,Delivered
3722,253,Manis Cafe,2023-12-28,284.82,75,,South Indian,Delayed
3723,253,Meghana Foods,2023-05-22,658.4,37,4.0,Biryani,Delivered
3724,253,Shivaji Military Hotel,2023-09-06,221.25,43,4.2,Mutton,Delivered
3725,253,Meghana Foods,2023-11-09,692.01,72,3.8,Biryani,Delivered
3726,253,Toit Brewpub,2023-10-17,564.43,69,,Continental,Cancelled
3727,253,Corner House,2023-07-20,805.21,27,4.5,Desserts,Delivered
3728,253,CTR,2024-12-20,516.93,58,3.9,South Indian,Delivered
3729,253,Meghana Foods,2023-06-14,351.39,39,,Biryani,Cancelled
3730,253,Corner House,2023-10-12,760.11,24,4.5,Desserts,Delivered
3731,253,Nagarjuna,2023-11-29,436.99,38,4.2,Andhra,Delivered
3732,253,Vidyarthi Bhavan,2024-09-14,209.5,55,3.8,South Indian,Delivered
3733,253,Shivaji Military Hotel,2024-05-02,679.21,21,3.8,Mutton,Delivered
3734,254,Sanchez,2023-10-23,617.34,57,3.3,Mexican,Delivered
3735,254,Karavalli,2024-02-06,461.24,66,,Coastal,Delayed
3736,254,Fatty Bao,2023-07-10,373.26,58,3.3,Asian,Delivered
3737,255,Chianti,2024-03-05,164.6,39,4.2,Italian,Delivered
3738,255,Meghana Foods,2023-10-06,825.32,73,3.4,Biryani,Delivered
3739,255,Corner House,2023-06-30,513.88,42,4.7,Desserts,Delivered
3740,255,Fatty Bao,2023-05-29,421.96,24,4.2,Asian,Delivered
3741,255,Punjab Grill,2023-09-23,460.84,68,2.9,North Indian,Delivered
3742,255,Vidyarthi Bhavan,2023-11-10,798.51,48,4.1,South Indian,Delivered
3743,255,Corner House,2023-08-15,191.01,57,3.9,Desserts,Delivered
3744,255,Nagarjuna,2023-07-13,428.93,32,4.2,Andhra,Delivered
3745,255,Nagarjuna,2023-11-14,736.15,39,,Andhra,Cancelled
3746,255,Meghana Foods,2023-09-11,278.93,54,3.7,Biryani,Delivered
3747,255,Brahmin Coffee Bar,2023-09-23,686.75,39,4.4,South Indian,Delivered
3748,255,Corner House,2023-11-07,389.41,27,,Desserts,Delayed
3749,255,Empire Restaurant,2024-05-08,370.73,40,4.0,North Indian,Delivered
3750,255,Toit Brewpub,2023-08-29,716.29,73,3.3,Continental,Delivered
3751,255,Koshys,2023-10-08,847.72,48,3.3,Continental,Delivered
3752,255,Manis Cafe,2023-12-26,401.19,63,,South Indian,Delayed
3753,255,Sanchez,2023-10-16,420.81,71,2.8,Mexican,Delivered
3754,255,Karavalli,2023-08-17,783.37,47,4.0,Coastal,Delivered
3755,255,Toit Brewpub,2023-11-26,815.89,26,4.1,Continental,Delivered
3756,255,Meghana Foods,2023-12-22,474.81,39,,Biryani,Cancelled
3757,255,Koshys,2023-09-14,273.27,63,3.1,Continental,Delivered
3758,255,Hole in the Wall Cafe,2023-12-05,153.47,74,3.7,Cafe,Delivered
3759,255,CTR,2023-11-23,311.44,33,4.2,South Indian,Delivered
3760,255,Sanchez,2023-11-15,400.8,69,3.5,Mexican,Delivered
3761,255,Empire Restaurant,2023-12-20,224.37,62,3.3,North Indian,Delivered
3762,255,Koshys,2023-11-02,572.94,59,3.1,Continental,Delivered
3763,255,CTR,2023-09-14,646.11,61,3.3,South Indian,Delivered
3764,255,Fatty Bao,2023-11-08,388.36,29,3.7,Asian,Delivered
3765,255,Hole in the Wall Cafe,2024-02-14,407.93,24,,Cafe,Delayed
3766,255,Punjab Grill,2023-09-30,718.33,57,3.5,North Indian,Delivered
3767,256,Truffles,2023-04-25,478.11,44,,Burgers,Cancelled
3768,256,Corner House,2023-05-18,458.76,41,4.3,Desserts,Delivered
3769,256,Meghana Foods,2023-10-20,580.46,70,,Biryani,Delayed
3770,256,Karavalli,2023-06-20,794.0,64,4.0,Coastal,Delivered
3771,256,The Black Rabbit,2024-05-28,190.89,65,2.9,Continental,Delivered
3772,256,The Black Rabbit,2024-02-16,698.63,24,3.5,Continental,Delivered
3773,256,Manis Cafe,2023-07-10,434.75,50,4.1,South Indian,Delivered
3774,256,Vidyarthi Bhavan,2023-04-20,229.71,35,4.3,South Indian,Delivered
3775,256,Meghana Foods,2024-07-01,484.48,44,4.4,Biryani,Delivered
3776,256,Vidyarthi Bhavan,2023-08-14,490.41,29,4.4,South Indian,Delivered
3777,256,Truffles,2023-09-22,723.11,75,3.1,Burgers,Delivered
3778,256,Byg Brewski,2024-03-17,788.13,43,4.1,Continental,Delivered
3779,256,Karavalli,2023-07-12,178.03,39,,Coastal,Delayed
3780,256,Manis Cafe,2023-12-19,548.86,69,4.0,South Indian,Delivered
3781,256,Truffles,2023-07-07,456.15,33,3.9,Burgers,Delivered
3782,256,Fatty Bao,2024-06-03,829.63,59,3.0,Asian,Delivered
3783,256,Hole in the Wall Cafe,2023-07-07,711.01,62,3.3,Cafe,Delivered
3784,256,Truffles,2024-03-07,793.54,41,4.5,Burgers,Delivered
3785,256,Nagarjuna,2023-06-20,720.17,62,3.7,Andhra,Delivered
3786,256,Fatty Bao,2023-09-17,461.58,38,3.7,Asian,Delivered
3787,256,Truffles,2023-09-07,278.16,71,3.1,Burgers,Delivered
3788,256,Shivaji Military Hotel,2024-05-28,492.31,71,3.4,Mutton,Delivered
3789,256,Manis Cafe,2024-01-01,478.48,68,3.6,South Indian,Delivered
3790,256,Byg Brewski,2024-01-31,261.82,38,4.3,Continental,Delivered
3791,256,Koshys,2024-04-14,364.78,73,3.0,Continental,Delivered
3792,256,The Black Rabbit,2023-07-02,547.24,57,2.7,Continental,Delivered
3793,256,Empire Restaurant,2023-12-22,187.97,29,4.3,North Indian,Delivered
3794,256,Punjab Grill,2024-01-18,275.53,46,,North Indian,Delayed
3795,256,Meghana Foods,2024-06-06,694.34,59,3.5,Biryani,Delivered
3796,256,Truffles,2023-09-28,360.81,28,,Burgers,Cancelled
3797,257,Corner House,2023-03-29,838.78,51,4.0,Desserts,Delivered
3798,257,Meghana Foods,2023-08-02,830.73,38,4.6,Biryani,Delivered
3799,257,Vidyarthi Bhavan,2023-06-15,513.83,43,4.3,South Indian,Delivered
3800,258,Karavalli,2023-08-07,354.82,53,3.8,Coastal,Delivered
3801,258,Brahmin Coffee Bar,2023-04-30,766.58,48,4.1,South Indian,Delivered
3802,258,Manis Cafe,2023-12-05,426.3,24,4.7,South Indian,Delivered
3803,258,Fatty Bao,2023-03-15,303.8,32,3.9,Asian,Delivered
3804,258,Brahmin Coffee Bar,2024-05-23,841.91,20,,South Indian,Cancelled
3805,258,CTR,2023-03-25,354.52,66,,South Indian,Cancelled
3806,258,Nagarjuna,2023-07-01,530.2,69,3.8,Andhra,Delivered
3807,258,Punjab Grill,2023-07-15,166.06,63,3.2,North Indian,Delivered
3808,258,Sanchez,2023-09-26,656.65,58,3.0,Mexican,Delivered
3809,259,Nagarjuna,2023-06-16,773.46,58,,Andhra,Cancelled
3810,259,Vidyarthi Bhavan,2023-06-16,409.33,21,4.6,South Indian,Delivered
3811,259,CTR,2023-06-17,251.9,27,4.8,South Indian,Delivered
3812,259,Truffles,2023-07-17,411.94,56,3.7,Burgers,Delivered
3813,259,Truffles,2023-04-16,354.24,26,4.5,Burgers,Delivered
3814,259,Byg Brewski,2023-06-04,645.94,65,3.6,Continental,Delivered
3815,259,Brahmin Coffee Bar,2023-05-02,553.95,53,4.2,South Indian,Delivered
3816,259,Corner House,2023-05-05,192.88,36,4.5,Desserts,Delivered
3817,259,Truffles,2023-06-05,775.54,42,4.1,Burgers,Delivered
3818,260,Empire Restaurant,2023-10-23,302.07,37,4.0,North Indian,Delivered
3819,260,Koshys,2023-08-08,179.44,52,3.3,Continental,Delivered
3820,260,Fatty Bao,2023-06-19,417.0,53,3.9,Asian,Delivered
3821,260,Punjab Grill,2023-09-30,213.85,55,,North Indian,Cancelled
3822,260,Vidyarthi Bhavan,2023-06-12,609.94,49,4.4,South Indian,Delivered
3823,260,Byg Brewski,2023-11-10,642.3,64,3.4,Continental,Delivered
3824,260,The Black Rabbit,2023-07-09,511.17,25,3.5,Continental,Delivered
3825,260,The Black Rabbit,2023-10-28,549.9,27,3.5,Continental,Delivered
3826,261,Brahmin Coffee Bar,2023-12-21,483.54,30,4.3,South Indian,Delivered
3827,261,Manis Cafe,2023-06-17,282.71,54,3.9,South Indian,Delivered
3828,261,Chianti,2023-08-15,457.81,42,3.9,Italian,Delivered
3829,261,Koshys,2023-10-17,554.95,35,4.5,Continental,Delivered
3830,261,Corner House,2023-12-02,611.62,30,4.3,Desserts,Delivered
3831,261,Sanchez,2024-05-31,381.18,22,3.6,Mexican,Delivered
3832,261,Sanchez,2024-02-02,295.61,51,3.6,Mexican,Delivered
3833,261,Vidyarthi Bhavan,2023-07-04,293.16,70,,South Indian,Cancelled
3834,261,Hole in the Wall Cafe,2024-01-07,564.77,68,3.2,Cafe,Delivered
3835,261,Manis Cafe,2023-11-20,717.7,24,4.6,South Indian,Delivered
3836,261,Vidyarthi Bhavan,2023-10-07,810.37,75,3.8,South Indian,Delivered
3837,261,Sanchez,2023-07-25,808.96,49,3.8,Mexican,Delivered
3838,261,Vidyarthi Bhavan,2024-11-22,597.24,66,4.1,South Indian,Delivered
3839,261,Toit Brewpub,2024-05-12,478.4,50,,Continental,Cancelled
3840,261,Byg Brewski,2023-09-06,239.79,38,3.9,Continental,Delivered
3841,261,Brahmin Coffee Bar,2024-09-14,193.03,20,4.6,South Indian,Delivered
3842,261,Truffles,2023-09-23,651.43,23,4.5,Burgers,Delivered
3843,261,Corner House,2024-01-20,624.47,51,3.8,Desserts,Delivered
3844,261,Hole in the Wall Cafe,2024-11-26,733.95,26,4.3,Cafe,Delivered
3845,261,Empire Restaurant,2024-11-11,591.63,63,3.3,North Indian,Delivered
3846,261,Koshys,2024-04-15,688.77,69,3.2,Continental,Delivered
3847,261,Karavalli,2023-11-27,516.81,66,3.8,Coastal,Delivered
3848,261,Meghana Foods,2024-01-30,406.65,21,4.4,Biryani,Delivered
3849,261,Vidyarthi Bhavan,2024-07-05,648.85,63,3.7,South Indian,Delivered
3850,261,Brahmin Coffee Bar,2024-08-10,736.45,64,3.3,South Indian,Delivered
3851,261,Shivaji Military Hotel,2024-06-21,471.06,59,3.3,Mutton,Delivered
3852,261,Shivaji Military Hotel,2024-06-06,229.81,46,3.1,Mutton,Delivered
3853,261,Empire Restaurant,2024-08-06,380.13,25,4.3,North Indian,Delivered
3854,261,Truffles,2023-10-27,786.67,45,4.4,Burgers,Delivered
3855,261,CTR,2024-02-27,542.37,28,4.4,South Indian,Delivered
3856,262,Sanchez,2024-07-06,373.05,74,2.9,Mexican,Delivered
3857,262,Koshys,2023-10-30,570.09,51,4.0,Continental,Delivered
3858,262,Hole in the Wall Cafe,2024-05-23,326.5,56,3.0,Cafe,Delivered
3859,262,The Black Rabbit,2024-09-10,348.54,60,2.9,Continental,Delivered
3860,262,Meghana Foods,2023-09-23,846.44,33,4.0,Biryani,Delivered
3861,262,The Black Rabbit,2023-09-11,695.08,47,3.3,Continental,Delivered
3862,262,Sanchez,2023-11-14,772.28,41,,Mexican,Cancelled
3863,262,Hole in the Wall Cafe,2024-05-04,151.83,62,3.0,Cafe,Delivered
3864,262,Vidyarthi Bhavan,2024-04-23,614.85,21,4.6,South Indian,Delivered
3865,262,Fatty Bao,2024-04-17,210.21,70,2.8,Asian,Delivered
3866,263,Empire Restaurant,2023-06-12,292.04,45,4.4,North Indian,Delivered
3867,263,Brahmin Coffee Bar,2023-07-26,444.57,35,4.3,South Indian,Delivered
3868,263,Fatty Bao,2023-04-12,732.82,58,3.4,Asian,Delivered
3869,263,Truffles,2023-02-24,176.4,23,3.8,Burgers,Delivered
3870,263,Chianti,2023-07-28,460.36,35,3.7,Italian,Delivered
3871,263,Corner House,2023-03-03,827.02,74,3.9,Desserts,Delivered
3872,263,Shivaji Military Hotel,2023-08-19,345.08,41,4.1,Mutton,Delivered
3873,264,Karavalli,2023-06-30,796.42,67,3.5,Coastal,Delivered
3874,265,The Black Rabbit,2023-05-27,791.33,45,3.5,Continental,Delivered
3875,265,Vidyarthi Bhavan,2023-03-11,450.36,28,4.7,South Indian,Delivered
3876,265,Punjab Grill,2023-07-07,688.37,64,3.5,North Indian,Delivered
3877,265,Shivaji Military Hotel,2023-08-03,754.21,24,4.3,Mutton,Delivered
3878,265,Sanchez,2023-08-09,669.18,33,4.0,Mexican,Delivered
3879,265,Hole in the Wall Cafe,2023-09-26,583.11,32,4.2,Cafe,Delivered
3880,265,Empire Restaurant,2023-05-04,237.35,55,3.7,North Indian,Delivered
3881,265,Karavalli,2023-10-01,435.73,34,,Coastal,Cancelled
3882,265,Empire Restaurant,2023-03-18,449.0,45,4.2,North Indian,Delivered
3883,266,Byg Brewski,2023-07-06,301.72,54,,Continental,Cancelled
3884,266,Byg Brewski,2024-02-10,167.2,62,3.5,Continental,Delivered
3885,266,Toit Brewpub,2024-06-13,270.33,49,4.0,Continental,Delivered
3886,266,The Black Rabbit,2023-12-25,633.79,48,3.4,Continental,Delivered
3887,266,Fatty Bao,2023-09-14,842.66,25,4.4,Asian,Delivered
3888,266,Karavalli,2023-10-15,526.44,63,4.0,Coastal,Delivered
3889,266,Chianti,2023-10-29,372.59,57,3.0,Italian,Delivered
3890,266,Manis Cafe,2023-08-28,475.4,59,3.7,South Indian,Delivered
3891,266,Fatty Bao,2024-10-31,737.02,38,,Asian,Cancelled
3892,266,Sanchez,2024-06-30,796.99,21,,Mexican,Cancelled
3893,266,Punjab Grill,2023-08-24,696.5,26,4.2,North Indian,Delivered
3894,267,Fatty Bao,2024-01-31,524.07,42,4.2,Asian,Delivered
3895,267,Corner House,2023-06-06,189.26,53,3.9,Desserts,Delivered
3896,267,Karavalli,2023-02-15,566.06,31,4.3,Coastal,Delivered
3897,267,Sanchez,2024-05-22,394.71,73,3.4,Mexican,Delivered
3898,267,Meghana Foods,2023-03-26,287.32,69,3.2,Biryani,Delivered
3899,267,Meghana Foods,2023-05-28,424.0,24,4.4,Biryani,Delivered
3900,267,Toit Brewpub,2023-12-13,166.07,56,3.5,Continental,Delivered
3901,267,Vidyarthi Bhavan,2024-02-27,745.69,31,4.3,South Indian,Delivered
3902,267,Sanchez,2023-05-16,770.5,21,3.8,Mexican,Delivered
3903,267,Meghana Foods,2023-10-08,699.85,28,,Biryani,Cancelled
3904,267,Nagarjuna,2023-06-06,465.86,64,3.6,Andhra,Delivered
3905,267,Manis Cafe,2023-04-13,633.27,51,4.4,South Indian,Delivered
3906,268,The Black Rabbit,2023-12-24,497.23,63,3.2,Continental,Delivered
3907,268,Sanchez,2024-01-04,403.32,51,3.7,Mexican,Delivered
3908,268,Shivaji Military Hotel,2024-01-05,195.91,36,3.8,Mutton,Delivered
3909,268,Sanchez,2024-02-08,443.18,54,,Mexican,Cancelled
3910,268,Brahmin Coffee Bar,2024-03-28,337.37,62,3.8,South Indian,Delivered
3911,268,Sanchez,2023-12-12,612.95,67,,Mexican,Cancelled
3912,268,Toit Brewpub,2024-02-23,496.17,74,3.2,Continental,Delivered
3913,269,Vidyarthi Bhavan,2023-09-13,717.98,21,4.9,South Indian,Delivered
3914,269,Meghana Foods,2024-09-11,353.51,52,4.2,Biryani,Delivered
3915,269,Karavalli,2024-07-14,730.38,55,3.9,Coastal,Delivered
3916,269,Karavalli,2024-01-03,524.9,64,3.6,Coastal,Delivered
3917,269,CTR,2023-11-12,172.32,43,4.9,South Indian,Delivered
3918,269,Punjab Grill,2023-12-29,155.73,30,4.1,North Indian,Delivered
3919,269,Karavalli,2023-09-08,181.97,68,3.5,Coastal,Delivered
3920,269,Vidyarthi Bhavan,2024-02-22,370.31,74,4.2,South Indian,Delivered
3921,269,Meghana Foods,2024-05-28,170.0,35,4.3,Biryani,Delivered
3922,269,Koshys,2024-04-08,623.61,27,4.0,Continental,Delivered
3923,269,Manis Cafe,2023-07-21,821.6,21,4.6,South Indian,Delivered
3924,269,Shivaji Military Hotel,2023-12-29,474.8,24,3.6,Mutton,Delivered
3925,269,Hole in the Wall Cafe,2023-11-03,680.9,59,3.6,Cafe,Delivered
3926,269,Vidyarthi Bhavan,2023-08-14,553.27,35,4.7,South Indian,Delivered
3927,269,Koshys,2023-11-01,721.98,31,4.4,Continental,Delivered
3928,269,Toit Brewpub,2024-08-19,227.71,71,3.4,Continental,Delivered
3929,269,Shivaji Military Hotel,2024-04-10,650.44,53,3.3,Mutton,Delivered
3930,269,Truffles,2024-01-28,451.97,36,4.3,Burgers,Delivered
3931,269,Shivaji Military Hotel,2024-01-07,483.65,40,,Mutton,Cancelled
3932,269,Koshys,2023-11-12,303.94,40,4.3,Continental,Delivered
3933,269,The Black Rabbit,2023-11-26,530.67,28,3.8,Continental,Delivered
3934,269,Shivaji Military Hotel,2023-12-06,216.83,48,3.3,Mutton,Delivered
3935,269,Manis Cafe,2023-11-27,824.33,73,3.7,South Indian,Delivered
3936,269,Toit Brewpub,2024-11-23,768.08,68,3.2,Continental,Delivered
3937,269,Byg Brewski,2023-09-24,507.81,36,4.2,Continental,Delivered
3938,269,Toit Brewpub,2024-04-02,803.04,20,4.2,Continental,Delivered
3939,269,Karavalli,2023-10-11,164.12,73,3.6,Coastal,Delivered
3940,270,Hole in the Wall Cafe,2023-05-15,172.74,23,3.9,Cafe,Delivered
3941,270,Chianti,2023-05-16,724.62,54,,Italian,Cancelled
3942,271,Toit Brewpub,2023-04-20,697.15,68,3.1,Continental,Delivered
3943,271,Sanchez,2023-12-01,366.0,53,3.9,Mexican,Delivered
3944,271,Corner House,2023-04-25,251.67,61,3.3,Desserts,Delivered
3945,271,Fatty Bao,2023-07-17,751.31,39,3.9,Asian,Delivered
3946,271,Shivaji Military Hotel,2023-06-17,242.76,26,3.7,Mutton,Delivered
3947,271,Punjab Grill,2023-09-30,574.46,44,3.9,North Indian,Delivered
3948,271,Corner House,2023-09-15,349.67,57,3.2,Desserts,Delivered
3949,271,Byg Brewski,2023-05-17,602.83,74,3.6,Continental,Delivered
3950,271,Shivaji Military Hotel,2023-10-16,176.69,70,2.8,Mutton,Delivered
3951,272,Empire Restaurant,2023-07-29,252.95,40,3.6,North Indian,Delivered
3952,272,Karavalli,2024-08-29,697.58,28,4.4,Coastal,Delivered
3953,272,Brahmin Coffee Bar,2023-07-10,228.08,74,3.3,South Indian,Delivered
3954,272,CTR,2023-08-12,310.01,66,3.7,South Indian,Delivered
3955,272,Chianti,2023-06-18,547.04,55,3.4,Italian,Delivered
3956,272,Brahmin Coffee Bar,2024-01-10,694.61,63,3.6,South Indian,Delivered
3957,272,Vidyarthi Bhavan,2023-06-25,465.85,56,3.8,South Indian,Delivered
3958,272,Karavalli,2023-12-02,660.3,67,3.8,Coastal,Delivered
3959,272,Nagarjuna,2023-06-27,157.25,37,,Andhra,Delayed
3960,272,Fatty Bao,2023-06-26,320.83,67,3.4,Asian,Delivered
3961,272,Corner House,2023-07-20,188.7,60,3.5,Desserts,Delivered
3962,272,Punjab Grill,2024-08-10,316.42,68,3.0,North Indian,Delivered
3963,272,Karavalli,2023-07-07,294.0,69,3.9,Coastal,Delivered
3964,272,Corner House,2024-06-28,647.69,60,3.3,Desserts,Delivered
3965,272,Byg Brewski,2024-04-15,772.07,26,3.8,Continental,Delivered
3966,272,Toit Brewpub,2023-11-09,675.24,24,3.7,Continental,Delivered
3967,272,Fatty Bao,2023-12-13,367.35,23,3.7,Asian,Delivered
3968,272,Sanchez,2023-09-26,403.16,62,3.1,Mexican,Delivered
3969,272,Sanchez,2023-11-08,661.84,67,,Mexican,Cancelled
3970,272,Byg Brewski,2024-02-21,596.02,27,4.4,Continental,Delivered
3971,272,Shivaji Military Hotel,2023-08-21,617.3,54,3.6,Mutton,Delivered
3972,272,Shivaji Military Hotel,2024-12-19,158.84,67,3.0,Mutton,Delivered
3973,272,Corner House,2024-08-17,487.5,61,3.6,Desserts,Delivered
3974,272,Vidyarthi Bhavan,2023-10-11,652.09,25,4.4,South Indian,Delivered
3975,272,Punjab Grill,2023-09-05,338.3,27,3.8,North Indian,Delivered
3976,272,Sanchez,2023-10-04,222.94,73,3.2,Mexican,Delivered
3977,272,Truffles,2023-12-15,696.76,68,3.1,Burgers,Delivered
3978,272,Corner House,2024-01-29,404.36,43,4.2,Desserts,Delivered
3979,272,Fatty Bao,2024-02-25,725.89,42,3.9,Asian,Delivered
3980,272,Hole in the Wall Cafe,2024-05-02,462.3,25,3.9,Cafe,Delivered
3981,272,Byg Brewski,2024-03-25,248.96,52,3.7,Continental,Delivered
3982,272,Fatty Bao,2024-04-04,431.21,26,3.7,Asian,Delivered
3983,272,Shivaji Military Hotel,2024-07-15,496.09,21,3.8,Mutton,Delivered
3984,272,Corner House,2024-06-16,266.11,72,4.0,Desserts,Delivered
3985,272,Fatty Bao,2024-08-11,701.22,24,,Asian,Cancelled
3986,272,The Black Rabbit,2024-07-05,150.59,33,,Continental,Delayed
3987,272,Punjab Grill,2023-11-18,628.94,46,3.7,North Indian,Delivered
3988,272,Toit Brewpub,2024-02-08,228.89,38,4.1,Continental,Delivered
3989,273,Hole in the Wall Cafe,2023-07-07,421.81,21,4.4,Cafe,Delivered
3990,273,Chianti,2024-03-30,798.88,52,3.9,Italian,Delivered
3991,273,Shivaji Military Hotel,2024-09-27,528.9,20,3.5,Mutton,Delivered
3992,273,Fatty Bao,2023-10-29,740.06,66,3.0,Asian,Delivered
3993,273,Vidyarthi Bhavan,2023-09-16,841.48,69,4.2,South Indian,Delivered
3994,273,CTR,2023-07-21,306.14,44,4.4,South Indian,Delivered
3995,273,Fatty Bao,2023-04-19,251.61,67,3.5,Asian,Delivered
3996,273,Toit Brewpub,2024-07-04,346.54,28,4.1,Continental,Delivered
3997,273,Truffles,2023-04-09,637.57,54,3.5,Burgers,Delivered
3998,273,CTR,2024-03-07,384.27,74,4.0,South Indian,Delivered
3999,273,Chianti,2023-12-28,557.14,50,3.9,Italian,Delivered
4000,273,Toit Brewpub,2023-05-29,493.23,75,3.0,Continental,Delivered
4001,273,Manis Cafe,2024-06-16,666.44,46,4.0,South Indian,Delivered
4002,273,Meghana Foods,2023-08-11,297.88,47,3.6,Biryani,Delivered
4003,273,Shivaji Military Hotel,2023-11-28,290.08,26,4.3,Mutton,Delivered
4004,273,Koshys,2024-05-18,671.39,48,4.0,Continental,Delivered
4005,273,Karavalli,2023-08-29,302.54,39,,Coastal,Cancelled
4006,273,Truffles,2023-07-30,297.88,56,,Burgers,Cancelled
4007,273,Byg Brewski,2023-09-01,229.68,30,4.4,Continental,Delivered
4008,273,Hole in the Wall Cafe,2023-06-11,495.63,24,4.0,Cafe,Delivered
4009,273,Toit Brewpub,2024-05-24,711.73,27,4.0,Continental,Delivered
4010,273,Shivaji Military Hotel,2023-08-08,752.69,24,3.9,Mutton,Delivered
4011,273,CTR,2023-07-01,734.36,39,4.7,South Indian,Delivered
4012,273,Karavalli,2023-09-09,410.1,42,4.7,Coastal,Delivered
4013,273,Manis Cafe,2023-10-16,827.38,64,,South Indian,Cancelled
4014,273,Chianti,2024-04-29,236.56,55,3.8,Italian,Delivered
4015,273,Karavalli,2023-10-22,787.54,60,3.4,Coastal,Delivered
4016,273,Punjab Grill,2023-08-31,733.54,71,2.9,North Indian,Delivered
4017,273,Sanchez,2023-10-03,740.13,24,,Mexican,Cancelled
4018,273,The Black Rabbit,2024-03-26,224.41,31,4.1,Continental,Delivered
4019,273,Brahmin Coffee Bar,2024-01-19,235.06,45,4.6,South Indian,Delivered
4020,273,Koshys,2023-12-08,295.54,36,3.8,Continental,Delivered
4021,273,Shivaji Military Hotel,2024-01-11,302.34,26,3.8,Mutton,Delivered
4022,273,Hole in the Wall Cafe,2023-08-11,613.03,58,3.2,Cafe,Delivered
4023,274,Corner House,2023-07-24,555.51,43,4.7,Desserts,Delivered
4024,275,Toit Brewpub,2024-04-10,488.42,64,3.0,Continental,Delivered
4025,275,Manis Cafe,2023-09-15,798.01,61,4.1,South Indian,Delivered
4026,275,Truffles,2024-03-02,301.05,24,4.5,Burgers,Delivered
4027,276,Vidyarthi Bhavan,2023-05-11,308.45,27,4.6,South Indian,Delivered
4028,276,Corner House,2023-05-06,602.44,28,4.5,Desserts,Delivered
4029,276,Karavalli,2023-06-23,737.64,53,4.4,Coastal,Delivered
4030,276,Shivaji Military Hotel,2023-07-02,453.72,31,4.1,Mutton,Delivered
4031,276,Sanchez,2023-05-22,367.0,26,4.0,Mexican,Delivered
4032,276,Nagarjuna,2024-02-28,617.71,29,4.3,Andhra,Delivered
4033,276,Koshys,2023-09-28,365.36,20,4.3,Continental,Delivered
4034,276,Byg Brewski,2023-06-30,835.91,47,3.9,Continental,Delivered
4035,276,Karavalli,2023-06-09,222.14,71,3.8,Coastal,Delivered
4036,276,Sanchez,2023-11-15,778.08,59,3.3,Mexican,Delivered
4037,276,Vidyarthi Bhavan,2023-11-21,843.08,39,4.9,South Indian,Delivered
4038,276,Toit Brewpub,2023-08-24,617.18,44,4.4,Continental,Delivered
4039,276,Brahmin Coffee Bar,2023-07-01,581.55,40,4.3,South Indian,Delivered
4040,276,Toit Brewpub,2023-07-09,647.79,35,4.1,Continental,Delivered
4041,276,Toit Brewpub,2024-05-07,392.88,69,3.0,Continental,Delivered
4042,276,Chianti,2023-08-26,195.8,36,3.7,Italian,Delivered
4043,276,Karavalli,2023-07-23,705.79,70,3.5,Coastal,Delivered
4044,276,Meghana Foods,2023-10-03,274.37,44,4.2,Biryani,Delivered
4045,276,Brahmin Coffee Bar,2024-02-19,622.18,32,4.6,South Indian,Delivered
4046,276,Nagarjuna,2023-09-28,221.77,33,,Andhra,Delayed
4047,276,The Black Rabbit,2024-02-15,176.1,59,2.8,Continental,Delivered
4048,276,Corner House,2024-08-13,659.22,31,4.2,Desserts,Delivered
4049,276,Sanchez,2023-10-21,464.84,41,3.8,Mexican,Delivered
